cgpa,resume_score,placed
7.44,5.68,1
6.22,6.86,0
6.16,,1
5.51,8.18,1
6.61,7.68,1
7.21,7.56,1
6.53,6.65,1
8.51,6.98,1
7.87,7.85,1
7.56,,1
7.5,9.17,1
7.97,6.31,1
5.36,6.8,1
8.05,9.02,1
8.34,3.66,0
7.99,7.57,0
6.44,5.18,0
5.52,,0
7.67,5.35,0
5.72,6.29,1
6.59,6.64,1
6.42,6.45,0
7.76,7.87,1
6.64,6.52,0
4.55,6.3,1
4.81,5.39,0
6.89,5.38,1
7.11,6.12,0
8.51,8.42,1
6.39,9.41,0
5.15,5.92,1
7.86,8.43,1
5.54,5.89,1
6.47,6.19,1
7.04,6.49,0
8.35,7.33,1
8.61,7.67,1
5.04,8.52,1
6.24,4.68,0
7.76,8.53,1
7.14,8.08,1
8.88,7.33,1
8.39,5.87,1
7.9,6.71,1
7.36,,0
7.53,4.99,1
6.71,4.51,0
6.33,6.78,1
7.65,8.36,1
6.43,6.95,1
6.14,6.8,0
7.18,7.25,0
8.15,7.3,1
7.44,,1
5.95,6.04,0
5.99,6.82,1
7.78,4.88,1
7.74,8.76,1
8.0,7.01,1
9.76,8.92,1
9.11,6.37,0
7.34,9.46,1
4.65,8.12,1
4.5,9.63,1
7.36,6.75,1
6.79,8.78,1
6.93,6.84,0
4.67,6.56,0
6.15,7.85,1
4.73,6.86,1
6.77,8.41,1
6.86,5.03,1
6.82,6.8,0
7.12,4.43,0
7.53,6.43,1
6.43,8.78,0
5.96,7.44,1
8.02,6.55,0
7.94,5.55,1
8.4,5.89,1
6.77,7.9,1
6.64,8.54,1
7.81,6.86,1
7.14,7.9,1
7.98,7.85,1
7.56,6.32,0
6.77,6.77,1
5.85,9.42,1
8.18,6.04,1
7.48,4.98,1
7.49,4.26,0
8.52,7.65,1
8.17,7.79,1
9.62,8.1,1
7.07,6.94,1
7.49,6.21,1
5.81,6.33,1
6.0,6.58,1
7.79,5.19,0
6.49,7.18,0
6.21,8.8,0
6.2,8.0,0
7.02,8.02,1
7.25,6.78,1
7.77,8.5,0
6.42,5.33,0
7.46,8.35,0
7.87,7.81,0
7.05,8.54,0
6.74,6.02,0
7.31,9.57,1
6.17,6.47,1
5.86,8.34,0
6.92,4.93,1
7.99,8.56,1
5.86,5.9,0
6.46,6.12,0
7.85,5.64,1
6.37,5.92,0
5.98,6.86,1
7.76,5.91,1
6.35,5.48,0
6.0,7.91,1
8.73,4.53,0
8.32,5.83,1
7.07,6.36,0
8.27,6.39,0
9.45,7.36,1
8.95,6.95,1
8.97,7.53,1
7.91,5.27,1
9.07,4.3,1
6.15,5.96,1
9.07,8.34,1
8.54,6.36,1
5.87,5.15,1
5.87,6.48,1
6.96,6.11,1
6.91,7.23,1
9.62,6.75,1
8.86,,1
5.56,5.78,0
8.11,4.42,0
8.55,6.03,1
7.65,6.28,0
8.94,8.66,1
6.82,7.7,1
8.01,,1
7.29,,0
5.53,6.35,0
6.72,7.9,1
6.02,8.0,1
6.41,7.94,0
7.82,6.0,0
10.0,8.96,1
7.76,6.55,1
5.72,6.78,0
6.86,6.88,1
7.55,7.57,1
6.73,6.3,0
6.97,8.85,1
6.66,7.31,0
6.95,5.29,1
5.03,5.62,0
7.93,5.72,1
6.81,7.17,1
8.69,5.16,1
5.51,4.13,1
7.22,8.95,0
6.51,6.9,1
9.34,7.36,1
5.86,6.31,0
8.29,8.1,1
5.75,7.35,0
6.18,5.85,1
5.95,7.92,1
5.65,7.16,1
5.95,6.36,1
8.83,4.5,1
7.11,6.22,1
7.86,5.73,0
6.27,5.32,1
8.06,6.6,1
6.62,7.85,1
8.27,8.02,0
7.61,,0
6.44,7.03,1
8.01,4.87,1
7.26,5.1,1
8.68,9.02,1
7.83,5.85,1
7.18,6.29,0
6.35,5.52,1
7.69,5.94,1
5.82,6.92,1
7.37,7.16,0
7.74,6.05,0
6.9,6.99,1
5.57,6.0,0
4.89,6.99,0
7.85,5.07,0
7.31,5.71,1
8.92,7.57,1
5.75,7.33,0
5.74,7.54,1
8.63,6.96,1
8.38,6.69,1
9.71,7.4,1
6.63,8.88,1
9.47,4.2,0
6.63,3.67,1
6.42,6.48,1
9.24,6.84,1
6.45,,0
6.94,7.41,0
7.45,5.28,0
6.22,7.41,1
5.65,9.2,1
6.04,5.44,1
6.4,,1
9.16,6.78,1
7.32,7.92,0
6.55,8.02,1
6.02,4.88,0
6.38,7.87,1
7.41,5.71,0
6.69,7.88,0
7.28,4.29,0
6.94,4.32,0
8.47,7.16,1
7.0,8.05,0
7.39,5.62,1
8.75,7.8,0
7.28,8.88,1
8.46,6.2,1
6.81,8.12,1
7.96,9.0,1
7.73,4.88,1
6.59,7.73,1
7.27,7.03,1
6.86,9.63,1
7.59,8.31,1
8.7,6.48,1
7.01,5.7,0
6.26,4.71,0
8.96,8.81,1
8.3,6.1,1
6.42,5.83,1
7.85,8.7,1
8.84,,1
6.71,7.25,0
5.97,5.06,1
5.93,,1
6.96,5.56,1
9.07,7.3,1
7.3,8.78,1
7.49,7.8,1
6.24,7.53,1
8.78,6.33,1
8.83,4.46,0
6.31,9.03,1
7.2,,1
7.69,6.35,1
7.97,8.01,1
8.41,,1
7.06,,1
6.57,6.05,0
8.08,8.49,1
8.01,7.77,1
5.79,6.3,1
7.38,,1
8.66,6.03,1
4.53,6.02,1
7.05,5.47,1
6.52,8.12,1
6.17,6.62,0
8.29,8.32,1
7.05,8.35,0
5.62,,1
8.11,6.71,0
6.27,7.81,1
8.86,7.46,1
8.73,6.62,1
6.42,3.59,0
6.79,,1
7.42,6.68,1
4.5,7.88,0
8.46,7.97,1
8.81,6.02,1
6.9,7.78,1
5.65,6.85,1
6.99,7.69,1
7.74,7.01,1
7.1,6.84,1
5.07,6.27,1
7.16,6.2,1
7.78,6.82,1
5.83,4.94,1
6.71,,1
6.36,,0
5.12,8.1,1
7.93,5.17,0
5.76,6.29,0
7.7,6.29,1
7.57,6.5,1
6.99,9.22,0
6.92,6.26,1
5.83,7.49,1
4.93,7.12,1
7.3,,1
6.02,,0
7.96,6.65,1
8.24,9.21,1
7.92,7.2,1
8.34,6.55,0
7.67,5.7,1
5.84,7.37,0
6.19,7.77,1
5.16,7.73,1
7.47,,1
6.65,5.77,1
8.0,5.81,1
7.48,8.37,1
8.05,5.86,1
5.22,7.26,1
4.83,6.76,1
7.52,7.38,1
8.63,5.56,0
6.28,6.63,1
6.48,,1
8.58,6.38,1
6.62,7.55,0
7.76,8.42,1
5.71,7.1,1
4.55,5.99,1
6.5,6.86,1
7.61,8.59,1
6.6,4.61,0
5.71,5.19,0
7.91,7.33,0
6.43,,0
7.11,6.91,1
4.5,5.17,0
7.92,8.4,1
5.65,,1
6.94,,0
5.62,5.65,1
6.95,6.44,0
7.67,7.1,1
7.47,6.41,1
6.09,7.35,1
8.66,7.82,1
6.64,6.3,1
8.74,8.69,0
4.5,5.21,1
5.85,7.8,1
9.01,7.93,1
7.84,7.98,1
6.8,5.21,1
6.73,8.25,1
5.9,7.36,1
9.08,7.47,1
6.12,8.34,0
7.83,9.84,1
4.5,6.3,0
6.95,6.75,1
5.98,6.43,1
6.26,5.35,0
7.35,6.61,0
6.86,6.84,0
7.55,5.76,0
5.75,5.89,1
5.15,6.97,1
9.02,5.03,0
5.52,5.73,1
6.85,7.69,1
6.97,4.6,0
7.32,7.69,1
9.35,,1
7.08,5.53,1
7.41,6.31,1
4.5,6.82,1
7.89,,1
8.08,6.49,0
8.89,7.15,0
7.15,7.85,1
8.72,6.74,1
8.2,7.0,1
6.26,6.26,0
7.36,7.94,1
6.16,8.43,0
7.54,8.36,0
7.43,5.2,0
7.08,7.42,0
5.68,,0
6.62,8.02,1
6.26,5.28,0
9.23,8.45,1
6.79,6.39,1
6.4,,1
6.29,7.82,1
7.62,6.63,1
7.56,8.4,1
5.84,7.3,0
7.76,5.27,0
7.34,6.44,0
6.6,9.6,1
7.39,,1
7.18,7.51,1
6.57,5.08,1
7.6,,1
4.5,6.61,1
8.49,6.68,1
9.1,7.85,1
5.05,8.58,0
7.74,5.99,1
4.84,6.87,1
10.0,5.28,0
7.85,5.53,1
7.7,6.6,1
6.6,6.32,1
5.58,7.71,0
8.5,8.61,1
7.41,4.8,1
7.32,6.57,0
5.99,5.84,0
4.67,,0
9.32,6.41,1
7.17,6.91,0
7.31,9.03,1
7.76,6.3,1
7.34,7.97,0
8.99,8.47,1
6.49,7.18,1
6.59,4.43,0
7.58,5.72,1
7.61,7.6,1
7.58,7.7,1
7.07,7.36,0
5.85,6.39,1
8.98,4.89,1
6.9,,1
6.34,7.55,1
6.66,6.56,1
7.61,5.81,0
7.69,8.71,1
8.39,6.45,1
6.31,6.08,0
6.69,5.78,1
5.69,5.56,1
7.65,5.83,1
7.56,6.26,1
5.15,6.7,0
6.76,6.95,1
7.71,6.67,1
6.82,8.73,1
6.78,7.81,0
7.01,7.07,1
6.59,6.76,1
6.7,9.64,1
5.72,3.4,0
6.15,7.76,0
6.17,7.49,1
8.64,6.35,1
7.22,7.52,1
7.79,5.83,1
6.18,7.9,0
7.58,6.56,1
5.81,5.54,0
6.21,6.62,1
6.8,7.09,0
8.24,6.38,1
6.24,8.35,1
6.92,5.73,1
8.25,7.32,0
5.32,4.46,0
8.61,6.26,0
7.67,7.14,1
7.63,5.76,0
6.42,9.22,0
7.29,5.26,1
8.52,5.41,0
8.01,,1
7.65,8.4,1
5.17,6.01,1
5.23,5.01,0
6.93,7.02,1
5.06,6.66,0
6.22,7.95,1
5.15,7.2,1
8.81,7.27,1
6.12,,1
5.98,7.56,1
8.21,7.47,0
6.75,,0
6.68,8.24,1
7.29,5.8,0
8.71,6.42,1
6.55,5.68,1
6.73,6.61,1
6.04,6.66,1
7.83,5.87,0
7.44,,1
7.88,4.46,0
6.97,5.23,0
6.51,6.04,1
8.77,,1
6.97,5.93,0
6.44,8.84,1
6.62,5.03,0
8.13,8.32,0
6.04,6.9,1
6.08,7.65,1
6.98,6.06,1
8.43,5.93,1
9.12,5.09,1
7.59,7.06,0
6.47,6.76,0
7.86,,1
7.84,8.18,1
7.59,8.88,0
5.51,6.76,0
8.49,8.58,1
6.85,5.69,1
6.51,5.89,1
6.91,5.47,0
7.15,5.2,0
6.62,7.72,0
8.4,7.36,1
6.38,6.51,1
7.68,7.28,1
8.18,,1
7.0,,0
5.59,5.54,1
7.78,,1
9.42,7.9,1
8.41,8.69,1
4.5,6.72,1
7.32,7.33,1
7.12,,1
5.02,6.45,0
6.55,8.67,0
9.09,4.95,1
5.68,,0
9.27,,1
5.78,4.16,1
7.04,8.81,1
7.2,6.75,1
7.31,6.21,0
8.31,5.28,1
7.49,6.82,1
6.15,3.67,0
8.13,8.27,1
6.66,5.85,1
6.75,6.09,0
6.68,6.29,1
4.99,7.49,1
6.41,8.28,0
6.95,7.27,0
4.5,,0
9.02,8.06,1
7.55,7.08,1
8.24,7.39,1
5.69,,0
6.93,9.39,1
6.31,6.98,0
6.86,6.0,1
5.7,6.6,1
7.95,5.65,0
8.04,5.26,0
8.18,8.25,1
8.14,7.08,1
7.22,8.62,1
9.38,8.14,0
6.57,5.95,0
4.9,6.1,1
6.85,7.18,1
9.55,8.55,1
5.22,5.58,1
6.97,5.33,0
6.02,9.62,1
7.2,5.63,1
4.6,6.15,0
7.09,5.74,0
7.74,8.03,1
7.89,,1
5.68,7.45,0
7.35,3.76,0
7.66,6.0,0
7.47,6.55,1
6.19,,1
5.41,7.52,0
6.24,6.14,1
7.47,10.0,0
7.37,,1
7.95,5.04,0
6.3,4.42,0
6.32,6.59,1
6.38,5.76,1
6.35,5.44,1
8.43,7.02,1
5.61,4.79,0
8.13,4.54,1
6.82,6.64,0
8.79,,1
7.41,6.84,1
8.21,7.46,1
6.51,,1
5.69,7.77,0
9.15,5.31,1
4.5,3.94,0
10.0,5.96,1
8.44,8.15,1
6.24,10.0,1
8.38,5.11,0
7.87,5.55,0
6.39,,1
6.13,9.06,1
5.45,8.06,1
10.0,5.73,1
5.94,7.37,1
6.42,4.18,1
4.5,6.64,1
6.62,6.06,1
7.16,10.0,1
6.24,9.65,1
6.46,6.89,1
7.9,,1
7.08,8.63,1
6.52,4.77,0
9.26,6.38,1
7.16,8.46,1
6.22,6.86,1
6.6,8.51,1
9.13,7.41,1
6.41,9.63,0
8.31,7.29,1
7.37,,1
8.24,6.73,1
5.47,6.98,1
9.0,7.56,0
6.39,8.04,0
8.97,8.14,1
8.87,6.23,1
7.78,6.77,0
7.24,7.06,0
8.32,8.15,1
6.98,8.12,1
8.49,8.05,1
7.99,7.81,1
6.06,7.54,0
6.82,7.66,0
6.1,7.85,0
4.67,3.74,0
5.72,7.97,0
9.7,6.34,1
7.63,4.84,0
6.7,4.25,1
6.83,6.33,1
6.2,6.63,0
6.8,6.53,1
5.65,,0
5.47,8.05,1
6.41,5.29,1
7.54,7.57,0
6.47,6.95,1
5.7,7.53,1
7.47,9.77,1
4.5,5.04,0
5.15,,1
10.0,6.88,0
9.68,5.42,0
7.5,5.72,0
6.59,5.86,1
6.92,7.38,1
7.09,6.01,1
5.31,6.46,0
9.09,7.89,1
6.72,3.83,0
9.43,9.42,1
5.69,7.15,0
6.06,8.1,1
7.36,7.73,1
7.22,5.31,0
7.85,6.55,1
8.12,6.88,1
7.99,,1
8.66,7.58,1
8.14,6.17,1
8.11,6.84,1
7.77,5.9,1
7.71,8.46,1
7.08,5.99,1
6.86,7.94,1
7.46,5.52,1
6.52,5.76,0
6.42,5.25,0
7.9,,1
7.76,7.61,1
6.53,4.97,0
5.6,7.9,0
7.19,6.27,1
7.57,,1
7.0,8.11,1
9.56,7.52,1
4.5,7.07,0
6.5,7.37,1
6.36,,0
8.08,7.95,1
7.27,7.4,1
5.04,8.43,0
8.35,5.25,1
8.14,9.57,1
7.13,5.51,0
7.41,6.55,1
6.51,,1
8.12,,1
8.12,6.29,1
5.82,,0
5.92,10.0,1
7.72,6.44,1
6.99,6.99,1
5.4,5.5,0
8.23,6.24,1
7.26,5.88,0
5.56,6.15,1
5.87,6.5,1
7.8,7.56,0
7.39,7.71,1
7.28,6.72,0
5.92,9.59,0
5.72,5.66,1
8.08,7.09,0
4.71,6.67,0
7.56,5.92,1
6.56,4.5,0
6.84,6.77,0
7.32,8.23,1
7.89,6.07,0
7.09,7.98,1
5.59,6.3,1
8.85,5.02,1
7.95,4.92,1
4.79,8.27,1
7.88,8.48,1
7.27,7.0,1
6.1,6.27,0
7.29,,1
7.02,7.89,0
6.58,7.36,0
7.3,6.66,0
5.67,6.59,0
6.26,7.26,0
6.35,7.4,0
6.43,6.03,1
5.71,,1
5.16,5.82,1
6.92,6.37,0
7.47,,1
6.32,5.27,1
8.28,7.75,1
7.91,7.59,1
7.69,6.11,1
6.97,,0
8.4,6.63,0
5.75,7.47,0
7.19,7.83,1
5.97,7.35,1
8.15,6.12,1
7.02,6.6,1
7.94,7.54,1
7.53,5.48,1
9.36,9.89,1
6.53,7.24,1
7.37,,1
6.6,7.81,1
8.33,7.15,0
5.79,8.43,0
4.83,6.27,0
6.82,5.27,0
6.09,6.09,0
7.88,6.14,1
8.02,7.75,1
6.45,7.53,0
6.31,5.09,1
7.92,8.18,1
6.85,6.74,1
5.56,8.41,1
5.81,7.31,1
5.01,5.77,0
4.84,6.65,0
7.87,8.13,1
7.83,7.1,1
5.91,7.71,1
7.94,4.67,1
5.9,4.51,0
7.44,3.66,1
6.82,7.39,1
5.76,8.31,1
7.2,7.03,0
7.07,4.65,0
6.77,7.46,0
7.33,6.07,1
8.6,6.75,1
6.3,,1
7.11,4.85,0
6.17,6.06,0
7.19,7.73,0
5.56,7.34,1
6.15,7.27,1
7.41,7.47,0
6.22,5.25,1
7.77,,1
8.06,,0
6.55,,1
6.14,7.87,1
6.31,6.95,1
6.86,5.03,1
4.82,7.35,0
6.63,6.14,1
6.39,6.7,1
8.06,7.37,0
6.11,4.3,0
6.0,7.29,0
7.31,5.83,1
5.2,7.32,1
7.44,8.49,1
6.93,8.8,0
4.83,6.22,1
5.73,8.0,1
8.65,5.22,1
9.13,6.88,1
8.53,,1
4.88,5.76,1
7.26,5.95,0
5.74,,0
7.39,5.67,1
8.68,8.29,1
6.9,5.11,1
6.32,6.76,1
7.08,8.59,1
7.55,7.74,1
4.78,,1
6.03,6.59,1
7.47,9.58,1
5.96,5.11,0
6.76,6.18,1
6.55,5.09,0
7.27,7.41,1
6.57,4.92,1
4.5,5.41,0
7.59,,0
8.58,6.8,1
7.65,6.85,1
6.35,7.16,1
6.12,4.69,0
8.85,7.18,1
6.73,7.45,1
6.01,8.48,1
7.14,7.13,1
8.85,4.73,0
7.29,6.57,0
7.78,5.13,1
7.54,5.94,1
7.15,6.49,0
5.41,5.71,1
7.64,6.99,0
7.62,7.57,0
8.28,7.99,1
5.67,8.2,1
6.77,5.87,0
5.54,5.61,1
9.01,9.33,1
6.56,5.72,1
6.91,6.75,1
6.71,6.03,0
7.21,4.64,1
6.03,6.05,1
8.37,8.26,1
5.97,7.1,0
7.8,6.79,1
4.96,4.53,0
5.72,7.58,1
5.32,6.33,1
5.47,8.81,1
7.41,5.35,1
7.02,6.12,1
6.63,5.81,1
7.55,8.77,1
6.1,7.57,1
6.24,7.27,1
6.1,,1
6.01,8.88,1
5.12,4.5,1
7.39,7.78,1
8.2,7.51,1
7.3,6.3,1
5.45,6.15,1
4.5,6.28,0
5.97,8.21,1
5.88,7.71,1
8.99,,1
7.35,6.57,1
6.78,6.18,1
6.78,7.16,0
7.37,7.94,1
7.63,6.13,1
5.25,,0
7.83,6.55,1
6.08,,1
5.85,6.2,1
6.57,8.97,1
9.36,5.44,1
8.17,5.61,1
6.45,5.33,0
6.25,7.43,1
8.45,6.48,0
7.17,8.54,0
7.48,8.32,1
5.76,3.97,0
7.75,5.01,1
6.01,7.27,0
7.3,5.29,1
6.8,7.73,1
5.24,6.65,0
9.03,6.71,1
6.92,9.83,0
7.81,5.1,0
6.68,6.63,1
8.09,6.04,1
6.47,9.56,1
6.88,6.25,1
6.83,,1
8.03,8.2,1
7.82,6.83,1
7.84,7.06,1
6.21,5.57,1
8.79,6.53,1
7.09,7.09,0
8.59,,0
5.75,7.01,0
8.24,7.72,0
7.81,5.76,0
8.0,6.42,0
7.21,4.38,1
7.12,,0
7.24,5.55,1
7.21,6.93,0
8.71,7.59,1
6.86,8.6,1
5.68,6.64,1
6.4,6.15,0
6.64,6.8,0
6.53,,1
5.78,8.34,1
7.18,6.77,1
6.18,6.88,0
7.09,6.81,0
6.38,4.41,1
5.52,7.9,1
7.36,8.22,1
5.67,5.97,1
7.67,6.14,1
4.5,7.72,0
7.49,7.14,1
7.77,,0
5.62,7.56,0
6.86,,1
7.87,7.86,1
6.22,5.01,1
8.76,7.37,1
5.6,5.22,0
6.51,7.77,0
5.26,8.97,0
6.67,8.29,1
7.14,6.84,0
5.61,6.17,0
7.72,,0
6.78,5.68,1
7.51,8.98,0
7.43,7.07,1
7.7,6.89,0
9.25,,0
6.82,5.79,1
7.49,8.19,1
5.4,7.77,1
7.28,5.49,1
8.02,6.6,1
5.7,4.45,1
6.55,7.4,0
6.14,,1
5.88,5.35,1
7.81,4.88,1
7.64,7.39,1
7.58,5.24,1
6.17,4.74,0
7.6,7.38,1
6.4,8.93,1
8.27,5.94,1
6.62,,1
4.58,5.76,1
7.49,8.72,1
7.84,6.7,1
5.89,5.38,0
5.58,5.95,0
6.7,6.6,0
7.83,7.74,0
6.36,7.85,1
6.59,7.07,1
8.92,,1
7.33,9.63,1
9.3,7.09,1
6.62,7.37,0
6.77,8.52,1
6.1,7.38,1
8.35,5.81,1
8.1,4.7,1
6.66,5.48,0
7.7,8.59,1
5.37,7.14,1
6.53,8.47,1
7.98,7.22,1
5.96,7.09,1
8.17,,1
8.23,8.54,0
5.6,5.84,1
5.84,7.56,1
7.29,4.92,0
5.85,6.51,0
6.99,,0
8.35,8.57,1
9.5,5.92,0
6.82,5.2,1
8.49,7.55,0
4.5,8.05,1
7.55,6.44,1
6.75,6.67,1
5.34,4.92,0
6.44,7.9,1
7.16,7.76,1
7.65,7.83,1
7.53,7.87,1
7.06,6.79,1
9.26,6.07,1
6.67,7.76,1
4.78,4.98,1
5.09,6.97,0
6.32,6.47,1
6.97,6.86,1
7.38,7.15,0
7.15,7.45,1
5.58,6.4,0
8.91,8.64,1
8.0,7.08,1
6.63,5.23,0
7.34,,1
4.9,7.28,0
6.92,7.18,0
6.81,8.63,1
7.73,5.64,1
6.81,,1
7.04,7.16,1
8.17,7.55,0
6.39,8.64,1
8.3,6.97,0
7.97,6.58,0
8.87,8.09,1
7.11,5.78,1
8.26,7.02,1
5.68,3.28,0
7.43,6.31,1
7.46,7.3,1
8.15,7.89,1
7.66,7.41,0
7.74,6.28,1
6.49,8.99,0
6.93,5.52,0
6.98,7.83,1
7.11,7.15,1
4.79,6.81,0
7.28,5.2,1
7.06,7.01,0
5.54,6.25,0
6.2,7.9,0
8.54,5.79,0
6.2,6.46,0
7.27,8.11,1
8.98,8.29,0
8.12,7.61,1
4.5,7.27,1
6.83,3.91,1
8.0,7.24,1
8.32,7.6,1
5.53,7.49,1
8.03,,0
7.33,5.84,0
5.99,5.54,1
5.87,8.03,1
6.15,8.67,0
8.74,7.95,0
6.42,4.76,1
9.37,6.51,1
6.77,5.74,1
6.9,6.9,1
6.82,8.65,1
5.46,4.75,0
5.97,6.23,0
7.06,6.68,0
5.64,5.72,0
8.97,7.15,1
7.02,8.17,1
7.76,9.95,1
7.24,7.5,1
7.79,6.67,1
5.4,8.24,0
8.06,5.78,1
8.17,5.97,1
6.5,8.23,1
6.93,6.38,0
6.02,,0
9.74,,1
6.42,4.01,0
5.13,7.1,0
7.05,4.2,1
7.52,8.03,1
7.9,6.16,1
5.99,7.37,1
6.73,5.51,1
9.05,7.13,0
7.65,6.59,1
8.7,5.39,0
6.27,6.87,1
4.97,9.18,1
6.18,6.31,1
7.19,6.62,1
7.06,7.17,1
8.07,,1
7.04,9.36,1
6.3,4.63,0
7.9,5.8,1
7.94,6.28,1
6.44,,0
5.87,6.26,1
6.86,4.33,1
7.72,,1
9.31,7.09,1
5.06,6.7,1
8.41,7.14,1
7.66,8.03,1
8.11,8.82,1
7.28,9.62,1
4.67,6.81,0
6.93,7.91,1
6.1,4.64,1
6.9,6.1,0
6.87,4.98,0
7.3,8.07,1
8.7,,1
7.97,5.11,0
7.84,5.58,0
7.54,6.42,1
6.89,,0
5.45,6.24,1
5.92,7.65,1
7.58,7.14,0
8.14,7.49,0
6.1,7.18,0
4.5,4.87,0
6.63,6.05,0
5.1,,1
7.36,7.72,0
4.84,8.66,1
7.01,8.65,1
8.36,7.57,1
10.0,8.64,1
7.21,5.28,1
7.33,8.25,1
9.51,4.84,1
8.43,5.94,1
5.99,6.73,1
7.88,6.95,0
6.25,4.67,1
6.4,6.31,1
4.5,5.47,1
6.79,7.56,0
7.32,6.52,1
8.39,,1
4.61,,1
6.64,5.28,0
8.36,10.0,1
6.08,8.92,1
6.56,8.82,0
7.24,8.2,1
7.93,7.27,0
6.73,8.67,1
8.19,7.47,0
7.43,8.6,0
7.68,7.98,1
8.23,9.32,1
8.35,8.86,1
8.24,7.11,1
7.59,6.19,1
9.36,8.06,1
6.85,7.16,1
6.32,6.38,1
8.42,,1
6.26,7.51,0
6.68,,1
7.63,,1
5.34,8.28,1
7.36,6.36,1
4.5,5.33,0
5.84,7.28,1
6.23,6.56,0
5.51,7.54,1
5.44,5.32,1
9.18,6.62,1
7.01,5.87,1
4.98,4.89,0
8.78,7.38,1
7.21,5.23,1
7.18,5.92,0
6.87,,0
7.4,5.31,0
7.26,6.51,1
5.76,6.31,1
6.93,5.73,1
6.94,7.07,0
6.51,8.21,1
6.62,,1
6.85,7.29,1
6.5,6.5,0
7.17,6.04,1
6.73,7.09,1
8.02,4.81,0
6.66,7.78,0
6.65,7.11,0
7.42,6.21,0
6.3,7.0,1
5.2,8.18,0
7.65,7.05,1
5.17,8.01,1
5.97,5.16,0
8.09,7.71,0
4.5,6.4,1
7.79,6.81,1
6.68,5.06,0
6.99,6.94,1
5.7,7.21,1
5.6,9.3,1
4.81,7.36,1
6.59,8.03,0
5.17,7.05,0
8.08,7.21,1
6.29,8.88,1
6.85,5.69,1
7.84,3.8,0
7.57,7.74,1
5.65,3.99,1
7.66,,0
6.24,7.86,1
7.49,7.73,1
6.76,5.37,1
7.33,,1
7.09,6.49,1
5.35,7.56,1
8.61,7.16,1
6.71,4.71,1
7.93,7.45,1
6.41,5.42,1
5.99,3.98,0
5.5,,0
7.72,3.81,1
5.71,6.93,1
8.18,6.18,1
5.37,8.75,1
7.49,5.91,0
6.2,5.75,1
6.34,7.49,1
8.66,6.85,1
6.37,6.9,1
7.38,4.94,0
7.31,7.52,1
7.49,7.75,1
7.35,7.38,1
6.13,9.34,1
7.01,6.13,1
7.4,10.0,1
7.96,6.0,0
6.9,4.76,1
5.94,,0
7.57,8.66,1
5.71,,0
8.11,6.24,1
7.73,,1
5.3,6.93,0
5.98,7.02,1
6.7,5.98,1
7.18,8.73,1
4.88,5.73,1
8.45,6.73,1
7.74,5.49,0
8.12,8.09,0
5.99,5.08,0
8.89,4.5,0
5.72,5.0,0
5.92,4.76,0
6.85,,1
7.6,8.37,1
4.5,7.29,1
7.08,9.18,1
6.55,6.48,1
8.14,7.96,1
8.08,5.96,0
6.48,6.8,1
9.05,8.44,1
6.14,8.9,0
7.04,8.21,1
5.52,6.82,0
7.48,4.44,0
6.73,7.81,1
5.97,6.88,1
5.9,3.89,0
8.59,3.84,1
7.12,8.79,1
6.75,6.38,0
6.86,,1
4.83,5.17,1
5.5,9.29,0
7.92,9.45,1
7.48,6.45,0
8.55,,0
8.82,,1
8.55,9.01,1
7.42,7.12,1
8.53,7.1,1
8.05,4.6,0
8.82,6.01,1
5.31,5.47,0
5.43,5.1,1
6.78,7.66,0
6.4,7.3,1
6.63,,0
10.0,6.46,1
5.58,4.56,0
4.5,3.8,0
5.63,7.12,1
8.45,5.34,0
4.96,6.51,0
6.64,6.62,1
6.54,8.43,1
5.9,5.23,1
6.72,,1
9.53,6.37,1
6.8,6.44,1
6.19,8.06,1
7.97,8.84,1
6.12,7.28,1
6.48,9.15,1
7.27,6.1,1
7.91,8.04,1
7.68,7.05,1
6.48,4.97,1
4.63,,1
6.68,7.82,0
6.55,8.68,1
9.07,5.59,0
7.92,7.67,1
6.2,5.0,0
7.47,8.12,1
6.78,6.61,0
7.74,,1
6.57,7.69,1
6.65,7.77,0
5.89,5.39,0
6.11,6.24,0
7.92,6.56,1
6.68,,1
6.29,6.4,1
7.66,4.0,1
7.95,7.03,1
7.22,,1
4.5,,1
7.09,6.34,1
5.48,5.39,1
7.54,,0
6.64,6.52,0
5.24,,1
7.97,8.08,1
6.34,5.59,1
6.07,,1
4.5,6.43,0
7.19,5.71,0
7.44,7.58,1
7.47,7.47,1
7.27,10.0,1
7.2,8.02,1
4.5,5.3,0
7.05,5.42,1
8.72,7.24,0
8.2,6.71,1
6.71,5.51,0
8.2,8.67,1
8.27,6.45,1
7.36,6.34,1
8.57,6.32,1
6.29,6.79,1
4.5,4.23,1
9.07,6.95,0
7.95,6.62,0
8.13,8.42,0
6.14,7.32,1
5.15,4.66,0
6.77,5.92,0
7.89,5.58,1
6.18,7.52,1
7.01,6.73,1
7.49,5.96,1
7.0,6.23,1
5.3,7.16,0
7.35,5.48,1
8.12,6.57,0
6.78,5.33,1
6.13,10.0,1
4.5,6.77,0
7.02,7.27,1
4.84,7.51,1
8.74,7.64,1
6.83,6.86,1
6.97,7.27,1
7.1,,1
7.65,6.19,1
6.09,6.74,0
7.61,9.89,1
6.5,7.62,0
6.89,6.88,0
5.04,7.41,0
7.49,6.74,1
5.46,7.81,1
